transcript_ID,transcript_name,gene_ID,sample_1092_PAM41667,sample_1131_PAM44580,sample_1163_PAM44604,sample_1186_PAM43869,sample_1218_PAM43779,sample_1271_PAM44815,sample_1291_PAG71816,sample_1304_PAM44487,sample_5292_PAG75292,sample_5295_PAG77944,sample_5356_PAM42933,sample_579_PAG75663
ENST00000362034.7,MRPL21-201,ENSG00000197345.13,283.57,280.68,91.57,116.77,177.66,210.46,131.21,201.78,250.35,95.27,296.04,323.34
ENST00000450904.6,MRPL21-202,ENSG00000197345.13,40.98,22.4,15.33,25.39,35.47,38.69,29.11,25.12,27.93,32.22,13.45,62.76
ENST00000541279.1,MRPL21-205,ENSG00000197345.13,5.19,8.24,1.06,5.68,3.42,6.8,3.51,0.67,4.14,2.19,3.77,2.59
ESPRESSO:chr11:5530:12,NA,ENSG00000197345.13,1.9,0.74,0.52,0.56,0.92,1.37,1.8,1.32,1.06,0.79,1.51,2.57
ESPRESSO:chr11:5530:19,NA,ENSG00000197345.13,0,0,0.5,2.56,2.6,5.58,2.97,0.65,2.38,0,0,0.32
ESPRESSO:chr11:5530:16,NA,ENSG00000197345.13,1.86,4.79,0.86,5.91,2.44,1.08,3.27,8.37,0.5,3.92,10.1,3.51
ESPRESSO:chr11:5530:17,NA,ENSG00000197345.13,3.11,1.5,0.19,0.42,1.31,0.98,1.92,3.3,0.92,0.22,0,1.96
ENST00000294309.8,TPCN2-201,ENSG00000162341.18,0,1.45,0.67,3.63,0.32,0.72,0.21,5.33,0.46,1.32,2.5,1.52
ENST00000545202.3,LINC02953-201,ENSG00000255980.3,8.5,3.38,7.41,0.12,3.1,0.72,5.79,1.45,2.58,4.94,0.83,3.73
ENST00000538554.6,LTO1-209,ENSG00000149716.13,1.95,0.71,0,0,0.44,3.95,2.04,0.01,5.42,2.04,1.09,2.56
ENST00000539414.5,LTO1-210,ENSG00000149716.13,2.58,0.58,4.79,1.32,7.4,3.17,5.69,1.78,4.77,4.75,2.44,3.94
ENST00000542341.1,LTO1-211,ENSG00000149716.13,0.58,1.45,1.84,1.21,2.99,6.03,3.58,0.48,1.93,3.29,0,1.9
ESPRESSO:chr11:5544:26,NA,ENSG00000149716.13,6.91,2.11,0.64,0,4.59,6.54,2.74,3.51,8.94,1.02,3.11,7.69
ESPRESSO:chr11:5544:23,NA,ENSG00000149716.13,0.19,2.81,1.07,0.49,0.88,0,1.96,0.01,0.97,2.04,0,0.11
ENST00000482755.6,CTTN-206,ENSG00000085733.16,16.49,8.22,8.72,19.11,9.77,12.17,16.85,5.33,16.04,14.48,9.29,12.03
ENST00000500185.2,CTTN-DT-201,ENSG00000246889.3,0.72,0.48,0.37,0.85,0.64,0.81,0.74,0,0,0.82,0,0.08
ENST00000346329.7,CTTN-202,ENSG00000085733.16,9.7,8.38,12.14,3.81,14.47,6.28,10.75,15.12,6.86,15.15,19.51,5.62
ENST00000525530.1,PPFIA1-203,ENSG00000131626.19,2.88,5.32,0.98,3.63,0.96,1.08,2.11,0.48,0.92,2.8,4.17,0.61
ENST00000524619.2,CTTN-DT-202,ENSG00000246889.3,1.73,0,0.74,0.36,2.14,0.9,0.74,0,0.74,0.99,0,1.37
ENST00000527962.5,CTTN-212,ENSG00000085733.16,2.28,9.43,0.52,1.23,1.8,0.29,0.74,0,0,4.5,0.7,1.8
ENST00000301843.13,CTTN-201,ENSG00000085733.16,4.43,0,4.35,13.46,6.26,2.9,6.31,21.15,8.5,11.57,35.94,9.98
ESPRESSO:chr11:5554:37,NA,ENSG00000131626.19,2.31,0.48,5.2,2.54,2.92,1.73,3.45,0,1.66,8.68,3.34,3.04
ESPRESSO:chr11:5554:38,NA,ENSG00000131626.19,6.2,3.87,1.59,2.18,5.23,4.14,5.06,12.11,2.86,6.91,15.43,3.43
ESPRESSO:chr11:5554:36,NA,ENSG00000085733.16,15.48,19.29,0.18,0,8.11,6.12,4.7,12.83,7.31,10.09,33.27,12.12
ESPRESSO:chr11:5554:30,NA,ENSG00000085733.16,1.75,0.97,0.38,0.6,1.29,1.18,1.47,2.91,0.74,0.82,2.96,0.99
ESPRESSO:chr11:5555:28,NA,ENSG00000162105.21,1.87,3.38,0.06,0,0.85,1.2,0.63,1.69,1.58,2.14,1.46,0.83
ENST00000355527.8,DHCR7-201,ENSG00000172893.18,1.15,0,13.97,1.7,13.39,9.31,9.28,0,11.97,15.17,0.12,2.89
ENST00000684396.1,DHCR7-218,ENSG00000172893.18,0,0,3.14,0.92,1.63,3.05,1.58,0,1.42,1.92,0,0.75
ENST00000529369.2,ENST00000529369,ENSG00000254682.2,28.11,1.45,40,5.32,11.43,31.88,17.69,4.84,41.83,22.55,3.75,18.2
ENST00000319023.7,NADSYN1-201,ENSG00000172890.13,3.46,2.29,8.2,17.01,13.21,8.33,4.17,0,6.04,6.67,2.74,10.54
ENST00000530055.5,NADSYN1-216,ENSG00000172890.13,3.46,2.29,5.73,5.04,2.58,1.68,3.29,18.89,2.26,0,2.74,6.5
ESPRESSO:chr11:5558:10,NA,ENSG00000172890.13,3.46,2.29,2.02,3.03,1.89,0.34,3.07,0,0,0.6,2.74,0
ESPRESSO:chr11:5558:6,NA,ENSG00000172890.13,1.01,0,0.55,0.97,0.75,0.9,0.63,0.48,1.21,0.33,0,0.08
ESPRESSO:chr11:5558:8,NA,ENSG00000172890.13,0,1.93,0.74,0.73,0,1.44,1.16,0.97,0.83,0,0,1.45
ESPRESSO:chr11:5565:1,NA,NA,2.74,0,0,0,1.28,0.9,0.21,1.45,1.11,0.33,1.67,1.29
ENST00000346333.11,ENST00000346333,ENSG00000291186.1,0.86,0,2.08,0.48,0.38,1.27,2.11,0,0.46,2.94,0,1.52
ENST00000361756.8,RNF121-201,ENSG00000137522.18,5.08,0,5.05,3.41,5.61,5.15,8.3,0,8.34,3.04,0,5.05
ENST00000545680.5,ANAPC15-216,ENSG00000110200.9,2.31,0,0.68,0.65,1.83,3.84,0,0,2.18,1.28,0.43,2.23
ENST00000540843.5,NUMA1-218,ENSG00000137497.19,7.13,0,0.77,0,0.67,2.48,2.48,0,2.24,0,0.03,1.09
ENST00000642510.1,LRRC51-216,ENSG00000184154.16,0,0.06,4.87,0.68,4.7,1.59,5.21,3.55,3.65,1.53,0,0.84
ENST00000543015.1,ANAPC15-212,ENSG00000110200.9,36.75,23.69,6.98,7.98,19.54,19.27,9.69,16.46,17.5,22.55,45.46,19.26
ENST00000538393.5,ANAPC15-208,ENSG00000110200.9,35.75,11.44,23.45,8.8,43.32,59.52,21.32,12.85,49.97,38.22,19.96,51.47
ENST00000542977.5,NUMA1-223,ENSG00000137497.19,0.93,0,1.57,5.16,1.96,1.21,1.69,23.19,1.08,14.87,40.25,4.13
ENST00000393703.9,IL18BP-203,ENSG00000137496.19,1.59,0,2.61,1.15,4.39,0.49,2.11,0,0,4.95,0,1.52
ENST00000535872.1,LAMTOR1-203,ENSG00000149357.10,0,0,1.48,0.85,0.54,0.82,1.27,0,0.09,1.32,0,0.54
ENST00000540626.5,NUMA1-217,ENSG00000137497.19,5.95,0,31.02,25.59,46.33,21.45,31.41,17.82,31,18.66,24.2,38.52
ENST00000227618.9,ANAPC15-201,ENSG00000110200.9,44.66,8.26,28.24,12.97,56.01,51.09,32.3,14.21,57.96,36.99,25.91,62.54
ENST00000278671.10,LAMTOR1-201,ENSG00000149357.10,124.48,25.63,205.15,99.51,237.73,182.79,197.8,87.54,174.91,203.41,40.04,168.32
ENST00000289488.8,LRRC51-201,ENSG00000184154.16,3.46,0.06,7.3,2.11,4.97,2.06,6.15,0,6.08,3.41,0,7.12
ENST00000545944.5,ANAPC15-217,ENSG00000110200.9,3.44,0,1.11,0.29,4.21,3.04,0.78,0.48,2.39,1.88,1.57,2.19
ENST00000543587.5,ANAPC15-214,ENSG00000110200.9,1.92,0,0.53,0.81,1.89,3.59,0.57,0,1.43,1.03,0,3.26
ENST00000535234.5,ANAPC15-204,ENSG00000110200.9,12.29,2.54,2.65,0.72,5.77,8,1.4,5.76,4.11,1.7,2.64,5.84
ESPRESSO:chr11:5572:70,NA,ENSG00000110200.9,2.25,0,1.39,0.17,2.78,0.11,0.78,4.34,1.59,1.25,0,0.65
ESPRESSO:chr11:5572:22,NA,ENSG00000149357.10,0.87,0,0.56,0.12,0.97,0.27,1.39,0,0.74,1.32,0,0.93
ESPRESSO:chr11:5572:55,NA,ENSG00000149357.10,2.88,0,0.57,0.01,2.43,1.9,4.57,0,7.13,2.5,0,3.6
ESPRESSO:chr11:5572:67,NA,ENSG00000110200.9,0,0,1.93,0,1.42,0.52,1.19,0.59,0.48,0.21,3.28,0.29
ESPRESSO:chr11:5572:78,NA,ENSG00000137497.19,14.12,36.26,7.77,2.22,6.76,2.67,6.4,5.82,6.48,8.01,0.23,4.41
ESPRESSO:chr11:5572:42,NA,ENSG00000137497.19,0.29,0.03,1.04,0.79,1.64,0.96,2.24,0.48,1.56,0.16,0.45,0.7
ESPRESSO:chr11:5572:82,NA,ENSG00000137497.19,37.35,10.59,45.09,17.06,36.86,25.07,21.28,0,42.88,33.97,24.2,11.29
ESPRESSO:chr11:5572:49,NA,ENSG00000149357.10,2.16,0.48,8.28,4.12,4.38,3.97,6.96,4.36,3.97,9.88,4.17,3.65
ESPRESSO:chr11:5572:46,NA,ENSG00000137497.19,1.67,0,2.36,1.38,3.63,2.74,1.94,4.46,7.64,1.07,1.6,1.33
ENST00000312293.9,FOLR1-201,ENSG00000110195.14,0,0.8,0.49,1.75,0.78,0,0.91,0.16,0.74,0.66,0,0.3
ENST00000298223.11,FOLR2-201,ENSG00000165457.15,11.93,0.97,4.26,89.17,11.22,2.52,11.01,5.36,12.36,16.86,0,3.79
ESPRESSO:chr11:5577:7,NA,ENSG00000165458.15,3.13,0,0,1.03,0.44,0.11,0,0,1.87,2.39,1.36,0.76
ESPRESSO:chr11:5577:8,NA,ENSG00000165458.15,1.78,0,1.69,2.24,3.28,2.29,2.54,9.68,0.54,3.19,1.36,0.15
ESPRESSO:chr11:5577:4,NA,ENSG00000165458.15,2.39,11.6,0.15,0.23,0,0,1.95,3.88,1.62,4.22,1.36,0
ENST00000538039.6,CLPB-208,ENSG00000162129.15,20.76,11.12,7.77,2.42,8.01,9.09,8.01,1.09,8.66,14.01,3.34,8.6
ESPRESSO:chr11:5579:9,NA,NA,3.46,1.45,1.41,0.36,1.5,0.81,0.11,2.42,2.3,0.16,2.92,1.6
ENST00000444035.6,PDE2A-206,ENSG00000186642.16,7.63,4.34,0.18,0.18,5.81,0,5.47,3.58,9.2,0,7.47,6.05
ENST00000334456.10,PDE2A-201,ENSG00000186642.16,1.28,4.34,0.18,0.18,2.9,9.46,4.7,3.58,2.71,8,0.01,2.67
ENST00000535075.1,STARD10-204,ENSG00000214530.10,0.58,0.48,0,0.97,1.71,1.26,0.74,1.45,2.12,0.99,3.75,0.61
ENST00000543089.1,STARD10-217,ENSG00000214530.10,3.89,1.93,0,6.33,2.67,2.34,3.82,15.5,4.05,3.13,3.34,2.81
ENST00000544721.5,ARAP1-219,ENSG00000186635.15,0.29,0.97,1.92,4.48,3.12,1.26,6.13,3.39,2.03,3.51,0.92,2.06
ENST00000334805.11,STARD10-201,ENSG00000214530.10,4.72,0.97,0.64,9.85,7.02,3.87,9.91,9.51,13.47,8.98,9.81,6.05
ESPRESSO:chr11:5587:9,NA,ENSG00000214530.10,1.18,0,0,0.75,1.81,0.76,0.9,1.59,2.33,4.4,0.62,0.72
ESPRESSO:chr11:5587:10,NA,ENSG00000186635.15,0,0.06,2.46,2.99,1.08,2.04,4.24,0,2.18,2.25,3.57,0.46
ESPRESSO:chr11:5587:11,NA,ENSG00000186635.15,0,5.71,0,1.79,3.94,0,2.37,0,3.75,8.23,3.57,0
ESPRESSO:chr11:5587:12,NA,ENSG00000186635.15,12.68,5.71,12.73,20.98,29.86,8.32,26.13,29.05,17.67,18.76,3.57,16.09
ENST00000541367.5,ATG16L2-215,ENSG00000168010.11,7.31,0,1.54,3.73,16.22,12.5,5.53,4.98,10.5,13.92,0.43,13.99
ENST00000409418.9,FCHSD2-204,ENSG00000137478.15,1.52,0.97,2.85,4.35,2.57,0.32,7.48,3.17,3.42,6.48,3.75,2.66
ESPRESSO:chr11:5588:29,NA,ENSG00000137478.15,1.14,0,1.63,1.34,2.87,3.69,3.61,1.32,4.01,2.41,0,1.6
ESPRESSO:chr11:5588:30,NA,ENSG00000168010.11,7.31,8.17,0.76,3.73,1.01,1.95,0.44,4.98,0.63,0,22.12,0.8
ENST00000543530.1,ARHGEF17-205,ENSG00000110237.5,0.14,0,0.61,0.36,1.82,0.64,2.95,0,2.35,3.83,0,1.9
ENST00000537198.1,ARHGEF17-204,ENSG00000110237.5,0.43,2.42,0,0.48,0.64,0.18,0.53,1.94,0,0.82,1.67,0
ESPRESSO:chr11:5594:5,NA,ENSG00000110237.5,4.61,0,0.4,1.33,4.38,10.53,6.54,4.36,9.79,8.18,1.25,7.46
ESPRESSO:chr11:5594:4,NA,ENSG00000110237.5,1.01,2.9,0.12,0.85,1.5,0.63,0.95,3.39,0.83,2.8,4.59,1.9
ENST00000064778.8,FAM168A-201,ENSG00000054965.11,0.96,1.45,0.48,0.12,0.84,2.27,1.29,0,2.13,2.97,1.85,1.34
ENST00000545106.1,PLEKHB1-220,ENSG00000021300.14,0.58,0.48,8.27,0.24,12.71,2.43,7.58,1.45,4.79,10.37,0,5.63
ENST00000535129.5,PLEKHB1-206,ENSG00000021300.14,0.47,0,26.13,0.24,25.45,1.89,10.54,4.84,8.02,16.13,1.67,5.96
ENST00000398494.8,PLEKHB1-204,ENSG00000021300.14,0,1.54,2.48,0,7.49,0.55,3.39,1.14,3.75,6.66,0,2.38
ENST00000426191.2,PLEKHB1-205,ENSG00000021300.14,1.59,0,4.35,0.36,5.98,1.44,6.32,0,1.38,6.58,0,1.75
ENST00000227214.10,PLEKHB1-201,ENSG00000021300.14,14.5,7.66,163.74,3.5,204,31.32,204.73,7.41,86.38,226.97,25.1,56.11
ESPRESSO:chr11:5598:38,NA,ENSG00000021300.14,0.16,0,2.66,0,3.03,0.83,4.65,0,1.49,2.48,0,1.17
ESPRESSO:chr11:5598:25,NA,ENSG00000021300.14,0.78,0,9.86,0,2.17,1.2,1.59,1.51,2.25,3.97,0,1.26
ESPRESSO:chr11:5598:34,NA,ENSG00000021300.14,0,2.03,3.83,0.85,1.68,0,4.62,0,5.43,22.21,0.8,0.52
ESPRESSO:chr11:5598:33,NA,ENSG00000021300.14,4.05,2.3,13.2,0.42,7.7,3.66,14.3,2.51,3.45,8,0.8,3.35
ENST00000336083.8,RAB6A-202,ENSG00000175582.20,1.87,1.02,2.88,0.12,2.67,10.18,7.35,0.24,7.5,1.94,0,9.37
ENST00000310653.10,RAB6A-201,ENSG00000175582.20,0,0.31,5.76,0.24,2.67,1.3,8.15,0.24,4.14,6.79,0,0.44
ENST00000542303.5,MRPL48-210,ENSG00000175581.14,0,0.58,2.06,0,1.76,1.15,3,0,1,1.11,0,0
ENST00000310614.12,MRPL48-201,ENSG00000175581.14,23.88,8.5,105.92,27.66,48.2,39.05,40.14,18.05,50.56,32.97,7.75,36.38
ENST00000544819.5,MRPL48-214,ENSG00000175581.14,3.04,0,11.32,3.39,4.71,6.4,9.04,0,9.49,5.14,0,4.87
ESPRESSO:chr11:5600:31,NA,ENSG00000175581.14,0.2,0,2.75,1.37,0.42,0.7,1.77,0,1.08,0.64,0.02,0.11
ESPRESSO:chr11:5600:29,NA,ENSG00000175581.14,0,2.29,1.15,0.67,0.8,1.35,1.34,0.04,1.15,1.45,0.03,0.42
ESPRESSO:chr11:5600:52,NA,ENSG00000175581.14,0.4,0,2.65,0,1.27,0.6,3.14,0,3.47,1.51,0.81,2.74
ENST00000355693.5,COA4-201,ENSG00000181924.7,20.9,7.74,143.9,48.38,59.27,41.07,84.47,10.17,53.71,79.33,7.09,46.14
ENST00000536003.5,PAAF1-207,ENSG00000175575.13,5.72,0,26.01,0,20.09,9.57,1.52,7.08,5.28,9.6,0.08,11.84
ENST00000310571.8,PAAF1-201,ENSG00000175575.13,27.94,12.09,13.19,17.3,20.09,15.52,25.09,7.08,32.93,12.29,5.72,25.11
ESPRESSO:chr11:5601:22,NA,ENSG00000175575.13,1.37,0,0.66,0,1,0,0.14,6.18,1.1,0.22,1.49,0.92
ENST00000663595.2,UCP2-211,ENSG00000175567.11,6.05,2.42,11.17,4.35,10.79,3.78,9.23,0,7.46,1.48,4.59,4.82
ENST00000415191.6,C2CD3-205,ENSG00000168014.18,0,4.83,0,0.48,1.17,1.71,1.2,2.66,0,1.85,2.71,0.4
ENST00000681000.1,C2CD3-229,ENSG00000168014.18,2.45,4.83,3,0.48,1.17,0,0.8,2.66,5.67,3.23,2.71,3.33
ESPRESSO:chr11:5608:8,NA,ENSG00000168014.18,4.32,0,3.8,3.14,6.19,6.39,3.37,1.94,5.53,5.1,0.83,4.64
ENST00000328257.13,PPME1-201,ENSG00000214517.10,5.19,7.62,12.96,3.44,7.13,29.54,14.46,3.87,16.16,5.8,5,16.39
ENST00000298198.5,PGM2L1-201,ENSG00000165434.8,3.6,3.87,0,0,1.07,1.08,0.95,1.45,0.46,0.66,4.17,1.29
ENST00000684022.1,XRRA1-221,ENSG00000166435.17,0.02,1.45,2.34,1.07,0.33,1.54,0.53,0,0.09,3.99,3.34,0.97
ENST00000526361.1,SPCS2-202,ENSG00000118363.13,0,0,0.56,0,0.34,0.92,0.75,0,0.93,1.01,2.71,1.18
ENST00000527225.1,SPCS2-204,ENSG00000118363.13,2.16,0.97,1.04,0,1.71,1.35,3.79,0.97,2.12,5.1,0,1.22
ENST00000527290.1,SPCS2-205,ENSG00000118363.13,1.73,0.48,0.98,0.48,0.96,0.09,1.05,3.39,0.74,0.49,2.5,2.28
ENST00000263672.11,SPCS2-201,ENSG00000118363.13,84.54,18.32,219.78,80.21,138.97,131.82,151.5,36.8,130.84,187.87,38.03,132.37
ESPRESSO:chr11:5617:1,NA,ENSG00000118363.13,1.6,0,1.22,0.61,0.22,2.13,2.12,0,0.39,1.42,2.21,2.05
ENST00000289575.10,SLCO2B1-201,ENSG00000137491.15,0.65,1.41,3.31,4.35,3.42,0.54,4.29,0,2.4,5.05,5,3.35
ENST00000530015.1,SLCO2B1-212,ENSG00000137491.15,5.48,2.42,1.53,4.35,2.24,1.53,3.16,1.45,1.66,2.96,6.67,1.75
ENST00000529215.1,ENST00000529215,ENSG00000254429.1,0.58,0.48,0.37,0,0.11,0.27,0.84,0,0.74,0.99,2.5,0.91
ENST00000360025.7,ARRB1-201,ENSG00000137486.17,1.43,0,2.33,3.22,2.32,1.92,7.92,0.01,4.44,9.49,0.42,2.61
ENST00000420843.7,ARRB1-202,ENSG00000137486.17,9.35,1.05,9.26,4.81,12.47,4.74,31.26,5.46,14.96,23.35,1.99,12.03
ESPRESSO:chr11:5621:23,NA,ENSG00000137486.17,0,4.19,0.23,2.13,1.31,1.02,3.32,1.66,1.76,2.78,0.05,1.88
ESPRESSO:chr11:5621:25,NA,ENSG00000137486.17,0,1.05,1.52,0,1.93,1.24,1,5.46,0,0,0.05,1.21
ENST00000422465.6,RPS3-202,ENSG00000149273.15,5.35,3.41,19.12,11.71,8.63,4.45,9.58,7.49,5.33,11.84,14.05,14.74
ENST00000532872.5,RPS3-218,ENSG00000149273.15,5.94,0,6.86,10.43,0.81,5.25,3.8,0,0.82,6.14,0,0.85
ENST00000531188.6,RPS3-217,ENSG00000149273.15,1901.18,1559.44,2697.02,3242.75,2174.09,1695.25,2110.93,1344.9,1940.47,1752.42,1937.87,1917.97
ENST00000527446.5,RPS3-209,ENSG00000149273.15,19.4,1.31,17.24,4.03,14.04,72.46,13.23,5.42,24.06,9.16,3.05,32.68
ENST00000530721.5,RPS3-216,ENSG00000149273.15,6.8,11.34,19.6,8.92,16.09,18.55,6.63,7.83,6.38,7.84,2.05,8.64
ENST00000528439.5,RPS3-210,ENSG00000149273.15,4.35,1.64,3.44,2.93,1.2,1.4,4.75,0,2.1,5.27,2.92,0
ENST00000530164.5,RPS3-214,ENSG00000149273.15,2.33,1.97,2.46,2.44,2.15,2.26,4.13,0,0.93,0.83,0.43,0.92
ENST00000524851.5,RPS3-203,ENSG00000149273.15,4.24,0.49,13.86,11.23,8.18,7.72,9.03,2.95,5.67,6.48,4.77,6.91
ESPRESSO:chr11:5622:12,NA,ENSG00000149273.15,1.48,0.82,3.57,2.06,2.92,2.53,3.51,0.16,2.67,2.89,3.89,1.25
ESPRESSO:chr11:5622:30,NA,ENSG00000149273.15,0.42,0,3.52,2.83,1.38,1.39,1.98,0,3.14,2.64,0,1.22
ESPRESSO:chr11:5622:31,NA,ENSG00000149273.15,5.06,0.74,18.68,10.39,5.23,8.29,9.64,2.67,8.17,15.12,4.09,5.71
ESPRESSO:chr11:5622:44,NA,ENSG00000149273.15,1.64,0,1.97,0.9,0.24,1.29,1.38,0,1.03,3.64,2.53,0.6
ESPRESSO:chr11:5622:52,NA,ENSG00000149273.15,2.8,2.23,1.38,1.73,0.9,0.61,0.69,0,0.16,1.42,0,0.8
ESPRESSO:chr11:5622:33,NA,ENSG00000149273.15,28.28,8.92,112.76,61.99,32.49,32.57,73.66,6.67,48.6,85.79,28.6,41.63
ESPRESSO:chr11:5622:50,NA,ENSG00000149273.15,1.46,0.99,2.52,1.46,0.54,0.81,0.53,0.98,3.15,1.32,0,1
ESPRESSO:chr11:5622:39,NA,ENSG00000149273.15,1.17,0.99,1.24,0.85,0.32,0.54,0.64,0,0.37,1,0.86,0.61
ESPRESSO:chr11:5622:4,NA,ENSG00000149273.15,4.08,0.49,6.94,5.36,3.44,3.35,1.69,0,2.68,3.47,0,6.12
ESPRESSO:chr11:5622:48,NA,ENSG00000149273.15,0,0,1.09,1.58,0.87,0.14,1.6,0,0,0.27,10.21,1.85
ESPRESSO:chr11:5622:38,NA,ENSG00000149273.15,0.54,0.81,2.23,3,0.72,1.09,1.49,0,1.03,1.82,2.51,1.38
ESPRESSO:chr11:5622:23,NA,ENSG00000149273.15,2.95,8.01,3.18,5.58,0,0,0.93,0,1.95,0,0,1.71
ESPRESSO:chr11:5622:55,NA,ENSG00000149273.15,2.2,0,2.87,2.54,2.48,0.36,0.32,0,1.4,0,0,4.29
ESPRESSO:chr11:5622:32,NA,ENSG00000149273.15,21.95,1.48,62.13,41.23,26.98,18.95,36.26,18.68,43.99,41.19,15.33,24.49
ESPRESSO:chr11:5622:51,NA,ENSG00000149273.15,5.14,0,3.83,4.97,1.08,0.9,6.77,5.37,2.17,11.3,19.38,4.04
ESPRESSO:chr11:5622:54,NA,ENSG00000149273.15,10.88,2.96,27.22,21.88,10.21,12.94,16.35,0.98,14.99,19.57,8.65,11.84
ESPRESSO:chr11:5622:49,NA,ENSG00000149273.15,2.95,0,2.04,0.72,0.82,0.33,0.38,0,0.58,1.22,1.81,0.19
ESPRESSO:chr11:5622:18,NA,ENSG00000149273.15,0,2.09,0.21,0.18,0,0.56,0.63,0.88,1.08,1.14,0.45,0.49
ESPRESSO:chr11:5622:59,NA,ENSG00000149273.15,0,0,1.34,5.96,0.87,0,11.45,8.78,6.54,1.36,4.93,4.22
ESPRESSO:chr11:5622:13,NA,ENSG00000149273.15,5.67,1.65,3,3.43,1.59,2.06,3.26,0.16,1.78,2.06,0,2.99
ESPRESSO:chr11:5622:42,NA,ENSG00000149273.15,10.74,13.21,21.48,25.22,16.67,14.6,16.51,11.17,11.85,10.9,13.3,14.78
ESPRESSO:chr11:5622:10,NA,ENSG00000149273.15,4.7,0,11.53,13.06,5.17,7.48,6.37,9.94,7.12,5.03,0.34,4.62
ESPRESSO:chr11:5622:47,NA,ENSG00000149273.15,16.73,11.17,20.08,24.76,17.86,11.94,18.49,9.37,11.41,13.03,24.38,15.43
ENST00000376292.8,KLHL35-201,ENSG00000149243.17,8.95,10.05,1.46,0.3,3.06,4.5,4.74,11.14,7.75,2.8,26.69,9.29
ESPRESSO:chr11:5624:4,NA,ENSG00000158555.15,0.43,0.48,2.08,3.27,1.82,3.06,2,0,7.09,1.32,0,4.57
ENST00000358171.8,SERPINH1-201,ENSG00000149257.16,0.86,0,7.41,9.45,3.92,2.15,20.15,0,2.97,16.97,0,0.52
ENST00000525876.1,SERPINH1-205,ENSG00000149257.16,0.14,0,6.56,2.52,1.31,2.54,3.97,0,1.83,4.45,0,0.62
ENST00000304771.8,MAP6-201,ENSG00000171533.12,5.33,0,1.41,0.48,4.01,5.49,5.69,0,8.62,7.11,2.09,6.19
ENST00000228027.12,DGAT2-201,ENSG00000062282.15,3.33,1.21,0.25,0,1.21,4.74,1.96,0.32,6.31,0.24,0,2.44
ENST00000356136.8,UVRAG-201,ENSG00000198382.9,0.86,0.97,0.8,0.24,1.17,0.18,2.21,1.45,1.47,0.49,0,0.08
ENST00000663202.2,EMSY-DT-205,ENSG00000255135.5,29.36,3.87,20.71,10.62,29.12,18.45,18.23,6.54,26.51,16.79,13.82,28.15
ENST00000530759.1,EMSY-DT-201,ENSG00000255135.5,2.78,0,2.44,0.63,2.28,1.28,0.31,6.54,3.43,0,2.44,0.63
ENST00000533988.5,EMSY-217,ENSG00000158636.17,0.43,0,7.72,0.97,3.95,1.71,2.53,0,3.22,3.79,0,2.44
ESPRESSO:chr11:5636:8,NA,ENSG00000158636.17,0.86,0.16,0.91,0,0.92,1.56,4.01,0,0.63,6.4,0,0.46
ENST00000404995.5,LRRC32-202,ENSG00000137507.11,1.15,0,0.55,7.61,2.35,2.34,7.06,0,2.21,6.42,0,0.46
ESPRESSO:chr11:5640:3,NA,ENSG00000137507.11,1.87,0.97,0.61,4.19,2.03,0.36,1.05,0.48,0.18,5.43,0,1.07
ENST00000648180.1,CAPN5-207,ENSG00000149260.18,1.44,0,0.93,0.36,1.1,1.94,0.63,0,1.91,0.43,0.42,1
ESPRESSO:chr11:5648:2,NA,ENSG00000137474.23,0.72,0,1.04,5.2,1.17,1.35,0.53,2.42,1.01,0.66,0,1.52
ENST00000356341.8,PAK1-202,ENSG00000149269.10,2.7,0,1.24,1.29,6.05,10.6,4.63,0,5.67,3.17,12.73,8.26
ESPRESSO:chr11:5651:18,NA,ENSG00000149269.10,0.67,9.54,0.18,0,1.32,1.52,0,1.32,2.82,1.06,1.43,0.2
ESPRESSO:chr11:5651:19,NA,ENSG00000149269.10,25.43,0,3.19,1.29,5.98,42.18,6.52,26.52,32.55,6.87,14.63,29.52
ESPRESSO:chr11:5651:17,NA,ENSG00000149269.10,0,6.36,0.53,1.29,0.78,7.27,1.54,0,3.54,0,4.26,4.66
ESPRESSO:chr11:5651:20,NA,ENSG00000149269.10,2.51,10.21,0,0,0.85,0,1.1,0,2.78,0.58,0.3,3.61
ENST00000525428.6,CLNS1A-204,ENSG00000074201.9,40.24,29.01,89.94,36.75,75.86,49.42,61.72,22.65,65.29,63.09,4.84,55.71
ENST00000313578.4,AQP11-201,ENSG00000178301.4,1.01,0,2.02,0.85,2.14,4.32,3.86,1.45,5.55,3.62,0.42,7.37
ENST00000525064.5,CLNS1A-202,ENSG00000074201.9,0,0,1.14,1.01,1.93,1.93,0,0,1.98,0.85,5.73,1.57
ESPRESSO:chr11:5652:16,NA,ENSG00000074201.9,0.68,0,2.95,0.58,1.79,1.16,1.96,0,2.08,2.55,0.03,1.03
ESPRESSO:chr11:5652:17,NA,ENSG00000074201.9,0,0,1.08,0.51,0.56,1.31,0.64,0,1.13,0,4.84,0.12
ENST00000467567.1,RSF1-203,ENSG00000048649.14,0.43,2.42,0.49,0.6,0.11,0.18,1.16,1.94,0.83,0,2.92,0.46
ENST00000308488.11,RSF1-201,ENSG00000048649.14,24.05,27.68,5.23,6.99,11.68,11,7.44,34.3,11.97,10.93,32.35,10.68
